"","Date","ColonyID","Timepoint","Phenotype","Species","Dilution","mean_A235","mean_A280","mean_A310","mean_A320","mean_A330","mean_A334","prot.mg.ml","mycro.mg.ml","paly.mg.ml","aster.mg.ml","shin.mg.ml","X","Without_wax_weight_g","With_wax_weight_g","delta.mass.g","surface.area.cm2","Notes","prot.mg.cm2","mycro.mg.cm2","paly.mg.cm2","aster.mg.cm2","shin.mg.cm2"
"20","3/19/24","45","January_2024","Susceptible","Porites compressa",5,0.958666666666667,0.591666666666667,0.422333333333333,0.458,0.451333333333333,0.438666666666667,0.146215139442231,0.713802816901408,0.774084507042254,0.762816901408451,0.741408450704225,114,3.6013,3.963,0.3617,14.391420854739,"",2.53997053032612,12.3997974923087,13.4469784960001,13.251243728955,12.8793476715693
"21","3/21/24","19","September_2023","Susceptible","Montipora capitata",5,0.842333333333333,0.379666666666667,0.302,0.325,0.280333333333333,0.24,0.184329349269588,0.795434591747147,0.856014047410009,0.738366988586479,0.632133450395083,57,2.762,3.115,0.353,8.38387011348096,"",5.49654714274477,23.7191947448028,25.5256234836454,22.0174865125598,18.8496911879227
"22","3/21/24","2","September_2023","Resistant","Montipora capitata",5,0.56,0.275666666666667,0.246666666666667,0.262333333333333,0.217333333333333,0.18,0.1132802124834,0.894800483675937,0.951632406287787,0.788391777509069,0.652962515114873,54,2.856,3.267,0.411,9.76138984884044,"",2.90123164420219,22.916830941401,24.3723593930846,20.191586180802,16.7230928491305
"23","3/21/24","20","January_2024","Resistant","Montipora capitata",5,0.935,0.412,0.418666666666667,0.463333333333333,0.376333333333333,0.302,0.208366533864542,1.01618122977346,1.12459546925566,0.913430420711974,0.733009708737864,105,5.0109,5.8668,0.855899999999999,34.0547888016896,"",1.52964194755338,7.4598996611825,8.25578067599018,6.70559452028267,5.38110596578928
"24","3/21/24","202","January_2024","Resistant","Montipora capitata",5,0.970333333333333,0.419,0.533,0.604,0.485333333333333,0.379333333333333,0.219654714475432,1.27207637231504,1.44152744630072,1.15831344470963,0.90533015115354,117,9.1058,10.2187,1.1129,44.280376746583,"",1.24013575885159,7.18194189942839,8.13863584850797,6.53965441248764,5.11135077019982
"25","3/21/24","205","January_2024","Susceptible","Montipora capitata",5,0.752,0.310333333333333,0.307,0.342,0.291666666666667,0.244333333333333,0.175962815405046,0.989258861439313,1.10204081632653,0.93984962406015,0.787325456498389,120,1.7854,2.1593,0.3739,14.8768378700219,"",2.95699289295252,16.6241453674903,18.5194062400054,15.7938406042931,13.2307259005107
"26","3/21/24","239","September_2023","Susceptible","Porites compressa",5,0.764666666666667,0.454666666666667,0.348666666666667,0.366666666666667,0.346666666666667,0.330666666666667,0.123505976095618,0.766862170087976,0.806451612903226,0.762463343108504,0.727272727272727,91,2.223,2.492,0.269,6.3888415312362,"",4.83287836659332,30.0078725672976,31.557036160638,29.8357432791486,28.4587089739572
"27","3/21/24","240","January_2024","Resistant","Porites compressa",5,0.819666666666667,0.540666666666667,0.4,0.448,0.447,0.431,0.111155378486056,0.739827373612824,0.828606658446362,0.82675709001233,0.797163995067817,140,3.3874,3.6747,0.2873,11.4311728271123,"",2.4309705610963,16.180040858496,18.1216457615155,18.0811956593692,17.4339940250294
"28","3/21/24","240","September_2023","Resistant","Porites compressa",5,0.740333333333333,0.463333333333333,0.345,0.383,0.384,0.371333333333333,0.110358565737052,0.744604316546763,0.826618705035971,0.828776978417266,0.801438848920863,92,2.681,3.035,0.354,8.40762045374578,"",3.28150415281546,22.1407567290643,24.5794487745844,24.6436248810455,23.8307275325388
"29","3/21/24","242","September_2023","Resistant","Porites compressa",5,0.497333333333333,0.281666666666667,0.223,0.236333333333333,0.233,0.226666666666667,0.0859229747675963,0.791715976331361,0.83905325443787,0.827218934911243,0.804733727810651,94,2.287,2.499,0.212,5.03507213614154,"",4.26622362323494,39.3100612525716,41.6604386069854,41.0728442683819,39.9564150250354
"30","3/21/24","29","January_2024","Susceptible","Porites compressa",9,0.724,0.468666666666667,0.322666666666667,0.359333333333333,0.366666666666667,0.359,0.101726427622842,0.688477951635846,0.766714082503556,0.782361308677098,0.766002844950213,109,8.3601,9.068,0.7079,28.1661233703892,"",1.62524646463786,10.999564056509,12.2495145174759,12.4995046096693,12.2381513314671
"31","3/21/24","3","January_2024","Susceptible","Montipora capitata",5,0.919,0.338,0.247333333333333,0.261666666666667,0.225333333333333,0.193666666666667,0.231474103585657,0.731755424063116,0.774161735700197,0.666666666666667,0.572978303747535,101,2.0158,2.4469,0.4311,17.1527274826597,"",3.37372152358368,10.6652925140167,11.2833620262845,9.71662768123355,8.35112527040931
"32","3/21/24","43","September_2023","Susceptible","Porites compressa",5,0.696333333333333,0.413,0.305333333333333,0.326333333333333,0.319333333333333,0.307333333333333,0.112881806108898,0.739305891848265,0.790153349475383,0.77320419693301,0.744148506860371,65,3.499,3.871,0.372,8.83512657851251,"",3.1941196627401,20.9195048106695,22.3582917135867,21.878696079281,21.0565321347568
"33","3/22/24","19","January_2024","Susceptible","Montipora capitata",5,0.925333333333333,0.369,0.303666666666667,0.331,0.286,0.243,0.221646746347942,0.822944896115628,0.897018970189702,0.775067750677507,0.658536585365854,104,2.4551,3.0008,0.5457,21.7124643639234,"",2.55206804986427,9.47548931252366,10.3283873626081,8.92422593868858,7.58247168916547
"34","3/22/24","204","September_2023","Resistant","Montipora capitata",5,0.665666666666667,0.269333333333333,0.288333333333333,0.315666666666667,0.26,0.211333333333333,0.157901726427623,1.07054455445545,1.1720297029703,0.965346534653465,0.784653465346534,72,2.606,2.988,0.382,9.0726299811607,"",4.35104613423852,29.499289530115,32.2957539711201,26.600515414439,21.6214445804542
"35","3/22/24","210","January_2024","Resistant","Montipora capitata",9,0.597666666666667,0.259,0.182,0.191,0.168,0.151666666666667,0.134926958831341,0.702702702702703,0.737451737451737,0.648648648648649,0.585585585585586,123,3.3036,3.9301,0.6265,24.9273573831739,"",2.43576286650778,12.6855089914049,13.3128143810898,11.7097006074507,10.5712574928374
"36","3/22/24","211","September_2023","Susceptible","Montipora capitata",5,0.806666666666667,0.307,0.244666666666667,0.251,0.213,0.183333333333333,0.199070385126162,0.796959826275787,0.817589576547231,0.693811074918567,0.597176981541802,77,1.251,1.455,0.204,4.84506941402299,"",10.2718025334166,41.1222088980378,42.1866802455347,35.7998521605533,30.8136442696468
"37","3/22/24","213","January_2024","Susceptible","Montipora capitata",5,1.09066666666667,0.392333333333333,0.375666666666667,0.410333333333333,0.343,0.283666666666667,0.278220451527224,0.957519116397621,1.04587935429057,0.874256584536958,0.723024638912489,126,3.1907,3.7642,0.5735,22.8185785462893,"",3.04817904150813,10.4905648970993,11.4586383214989,9.57834186256891,7.92144696311578
"38","3/22/24","225","September_2023","Susceptible","Porites compressa",5,0.533,0.302666666666667,0.247333333333333,0.262333333333333,0.252333333333333,0.242333333333333,0.0917662682602922,0.817180616740088,0.866740088105727,0.833700440528634,0.800660792951542,83,1.489,1.691,0.202,4.79756873349335,"",4.7819152448845,42.583059364793,45.1655899192616,43.4439028829492,41.7222158466368
"39","3/22/24","238","September_2023","Resistant","Porites compressa",5,0.611666666666667,0.361333333333333,0.251666666666667,0.260666666666667,0.250333333333333,0.240333333333333,0.099734395750332,0.696494464944649,0.72140221402214,0.69280442804428,0.665129151291513,90,1.881,2.109,0.228,5.41507758037864,"",4.60447677202799,32.1553317845516,33.3052575569793,31.9849724108587,30.7072771081612
"40","3/22/24","239","January_2024","Susceptible","Porites compressa",9,0.788333333333333,0.451333333333333,0.375,0.400333333333333,0.381333333333333,0.363333333333333,0.134262948207171,0.830871491875923,0.887001477104874,0.844903988183161,0.805022156573117,139,5.1846,5.5781,0.3935,15.6566881568698,"",3.85894680202319,23.8806679674533,25.4939397590323,24.283985915348,23.1377138529103
"41","3/22/24","248","January_2024","Resistant","Porites compressa",9,0.523666666666667,0.328,0.211,0.219333333333333,0.213666666666667,0.207333333333333,0.0779548472775565,0.643292682926829,0.66869918699187,0.651422764227642,0.632113821138211,146,5.8809,6.3511,0.4702,18.7084492283614,"",1.87507157042823,15.4733138906152,16.0844242338464,15.6688692004492,15.2044253395934
"42","3/22/24","26","September_2023","Resistant","Porites compressa",5,0.617666666666667,0.359,0.259666666666667,0.278333333333333,0.275,0.266333333333333,0.103054448871182,0.72330547818013,0.775301764159703,0.766016713091922,0.741875580315692,59,2.174,2.368,0.194,4.6075660113748,"",5.59158830371443,39.2455298738255,42.0667746401082,41.5629809318434,40.253117290355
"43","3/22/24","29","September_2023","Susceptible","Porites compressa",5,0.691333333333333,0.440666666666667,0.307666666666667,0.335,0.339,0.331666666666667,0.099867197875166,0.698184568835098,0.760211800302572,0.76928895612708,0.752647503782148,62,2.337,2.529,0.192,4.56006533084516,"",5.47509688072039,38.2771143711716,41.6776814117307,42.1753253688857,41.2629781141015
"44","3/22/24","4","January_2024","Resistant","Montipora capitata",5,0.991333333333333,0.432333333333333,0.396333333333333,0.432,0.363333333333333,0.3,0.222709163346614,0.916730917501928,0.99922898997687,0.840400925212028,0.693909020817271,102,4.1144,4.7292,0.6148,24.4618345078617,"",2.27608811672565,9.36899190049813,10.2121223743024,8.5888992191278,7.09175164882112
"45","3/25/24","1","September_2023","Susceptible","Montipora capitata",5,0.625,0.292333333333333,0.203333333333333,0.211666666666667,0.186,0.164,0.132536520584329,0.695553021664766,0.72405929304447,0.636259977194983,0.561003420752566,53,2.93,3.448,0.518,12.302676257176,"",2.69324571771574,14.1341811961251,14.7134509172778,12.9293001761275,11.4000281122845
"46","3/25/24","12","January_2024","Resistant","Montipora capitata",5,0.6,0.284666666666667,0.228666666666667,0.249333333333333,0.216,0.184666666666667,0.125630810092961,0.80327868852459,0.875878220140515,0.758782201405152,0.648711943793911,103,4.497,5.2599,0.7629,30.3544787671563,"",1.03469747460212,6.61581685100241,7.21374782004345,6.24934303126758,5.34280252981827
"47","3/25/24","202","September_2023","Resistant","Montipora capitata",5,0.709666666666667,0.317,0.349666666666667,0.382666666666667,0.313333333333333,0.252333333333333,0.156440903054449,1.10304942166141,1.20715036803365,0.988433228180862,0.796004206098843,70,3.236,3.66,0.424,10.0701442722831,"",3.88378008359409,27.3841514043007,29.9685470087104,24.5387057388396,19.7614896215974
"48","3/25/24","209","January_2024","Susceptible","Montipora capitata",9,0.858,0.336666666666667,0.279666666666667,0.298,0.254,0.046,0.207702523240372,0.830693069306931,0.885148514851485,0.754455445544554,0.136633663366337,122,5.1331,5.8953,0.7622,30.3266269711974,"",3.08198256096652,12.3261937947516,13.1342279529296,11.1949459733024,2.02743116051933
"49","3/25/24","235","January_2024","Susceptible","Porites compressa",9,0.585,0.370666666666667,0.282666666666667,0.307333333333333,0.299666666666667,0.286,0.0853917662682603,0.762589928057554,0.829136690647482,0.808453237410072,0.77158273381295,135,6.4411,7.1575,0.7164,28.5043237498896,"",1.34808652742958,12.039067147742,13.0896461205403,12.7631148181841,12.1810372792013
"50","3/25/24","241","September_2023","Susceptible","Porites compressa",5,0.435666666666667,0.258666666666667,0.208666666666667,0.224,0.218,0.209,0.0705179282868526,0.806701030927835,0.865979381443299,0.842783505154639,0.80798969072165,93,2.502,2.722,0.22,5.22507485826009,"",3.37401521508223,38.5975824658549,41.4338265448155,40.3239919052222,38.6592399458323
"51","3/25/24","242","January_2024","Resistant","Porites compressa",9,0.571666666666667,0.333333333333333,0.245333333333333,0.255,0.248333333333333,0.240333333333333,0.0949535192563081,0.736,0.765,0.745,0.721,142,5.4569,6.0295,0.5726,22.7827690943422,"",1.87550001004706,14.5373022317225,15.1101035424833,14.7150681557517,14.2410256916738
"52","3/25/24","244","September_2023","Resistant","Porites compressa",5,0.592666666666667,0.339666666666667,0.261333333333333,0.275333333333333,0.268666666666667,0.26,0.100796812749004,0.769381746810599,0.810598626104024,0.790971540726202,0.765456329735034,96,2.645,2.882,0.237,5.62883064276201,"",4.4768096229106,34.1714734213904,36.0020880689649,35.1303668082151,33.9971291692404
"53","3/25/24","27","January_2024","Susceptible","Porites compressa",9,0.568,0.317333333333333,0.220666666666667,0.234,0.231,0.223666666666667,0.099867197875166,0.695378151260504,0.737394957983193,0.727941176470588,0.704831932773109,107,7.0802,7.6993,0.6191,24.6329241116089,"",1.82439725142682,12.703330171011,13.4709029910117,13.2981991065116,12.8760340555112
"54","3/25/24","28","September_2023","Resistant","Porites compressa",5,0.671,0.433,0.333,0.348,0.326,0.312,0.0948207171314741,0.76905311778291,0.803695150115473,0.752886836027714,0.720554272517321,61,2.791,3.113,0.322,7.64760956527158,"",3.09968482053735,25.1403105512618,26.2727569724898,24.6118355546887,23.5548855615426
"55","3/25/24","44","January_2024","Resistant","Porites compressa",5,0.959333333333333,0.547333333333333,0.403666666666667,0.427666666666667,0.416666666666667,0.403,0.164143426294821,0.737515225334957,0.78136419001218,0.761266747868453,0.736297198538368,113,4.0099,4.3702,0.3603,14.3357172628213,"",2.86249064636123,12.8614985182439,13.6261788595433,13.275700369781,12.8402573976522
"56","3/25/24","45","September_2023","Susceptible","Porites compressa",5,0.579666666666667,0.342666666666667,0.256,0.273666666666667,0.268666666666667,0.259,0.0944223107569721,0.747081712062257,0.79863813229572,0.784046692607004,0.755836575875486,67,2.338,2.587,0.249,5.91383472593983,"",3.99158562644674,31.5819492209232,33.7614326958047,33.1445977500835,31.9520501883559
"57","3/26/24","209","September_2023","Susceptible","Montipora capitata",5,0.839666666666667,0.341333333333333,0.289333333333333,0.309666666666667,0.258,0.213666666666667,0.198539176626826,0.84765625,0.9072265625,0.755859375,0.6259765625,75,2.529,2.958,0.429,10.1888959736072,"",4.87145950702392,20.7985303853265,22.260178258028,18.546154974934,15.359283383634
"58","3/26/24","211","January_2024","Susceptible","Montipora capitata",9,0.658666666666667,0.278,0.228666666666667,0.241333333333333,0.206333333333333,0.177333333333333,0.151660026560425,0.822541966426859,0.86810551558753,0.742206235011991,0.637889688249401,124,3.7847,4.524,0.7393,29.4154753605435,"",2.32010569659991,12.58330454821,13.2803389109388,11.3543229086618,9.75848107820368
"59","3/26/24","212","January_2024","Resistant","Montipora capitata",9,0.643333333333333,0.288666666666667,0.252333333333333,0.269,0.228333333333333,0.194,0.141301460823373,0.874133949191686,0.931870669745958,0.790993071593533,0.672055427251732,125,2.7829,3.1761,0.3932,15.6447516728875,"",4.06434430536296,25.1432739464926,26.8039921728131,22.751839700591,19.3307601543708
"60","3/26/24","212","September_2023","Resistant","Montipora capitata",5,0.388666666666667,0.183666666666667,0.164333333333333,0.174,0.144,0.119,0.0816733067729084,0.894736842105263,0.947368421052632,0.784029038112523,0.647912885662432,78,1.102,1.256,0.154,3.65755240078206,"",5.58251104997463,61.1568026963845,64.7542616785247,53.589733802917,44.2859605732439
"61","3/26/24","219","September_2023","Susceptible","Montipora capitata",5,0.49,0.204333333333333,0.162666666666667,0.168666666666667,0.146666666666667,0.127666666666667,0.113811420982736,0.796084828711256,0.825448613376835,0.717781402936378,0.624796084828711,80,0.918,1.047,0.129,3.06379389416159,"",9.28680460520014,64.9590716781151,67.3551030105045,58.5696547917431,50.9822222391764
"62","3/26/24","220","September_2023","Resistant","Montipora capitata",5,0.598666666666667,0.301666666666667,0.335666666666667,0.370666666666667,0.303,0.244333333333333,0.118326693227092,1.11270718232044,1.22872928176796,1.00441988950276,0.809944751381215,81,2.053,2.303,0.25,5.93758506620464,"",4.98210517860956,46.8501575098988,51.7352285511494,42.2907578713982,34.1024483165401
"63","3/26/24","234","September_2023","Resistant","Porites compressa",5,0.731,0.51,0.354,0.391666666666667,0.389333333333333,0.375333333333333,0.0880478087649402,0.694117647058824,0.76797385620915,0.763398692810458,0.735947712418301,86,2.614,2.858,0.244,5.79508302461574,"",3.79838426778961,29.9442494659017,33.1304078365673,32.9330351941367,31.748799339553
"64","3/26/24","243","September_2023","Susceptible","Porites compressa",5,0.554666666666667,0.326,0.243666666666667,0.259333333333333,0.255666666666667,0.247333333333333,0.0911022576361222,0.747443762781186,0.795501022494888,0.784253578732106,0.758691206543967,95,1.844,2.008,0.164,3.89505580343025,"",5.84730118345746,47.973880253714,51.0583841824754,50.3364790076588,48.6957854285305
"65","3/26/24","247","January_2024","Susceptible","Porites compressa",9,0.579,0.338333333333333,0.222666666666667,0.225666666666667,0.217333333333333,0.210666666666667,0.0958831341301461,0.658128078817734,0.666995073891626,0.642364532019704,0.622660098522168,145,7.0335,7.6819,0.6484,25.7987207138866,"",1.67246317509616,11.4795473292041,11.6342118890287,11.2045881117382,10.8608890899057
"66","3/26/24","26","January_2024","Resistant","Porites compressa",9,0.495666666666667,0.298666666666667,0.193333333333333,0.198333333333333,0.191666666666667,0.186,0.0784860557768924,0.647321428571428,0.6640625,0.641741071428571,0.622767857142857,106,4.8718,5.2716,0.3998,15.9073543204995,"",2.22027650783431,18.3119478568323,18.7855327151987,18.1540862373768,17.6173567312283
"67","3/26/24","41","January_2024","Susceptible","Porites compressa",5,0.843666666666667,0.538333333333333,0.364666666666667,0.395666666666667,0.392666666666667,0.38,0.121646746347942,0.677399380804954,0.734984520123839,0.729411764705882,0.705882352941177,110,4.6213,5.2082,0.5869,23.3517414975017,"",1.30233056023847,7.25212914931233,7.86862641703266,7.80896539112424,7.55706328173314
"68","3/26/24","42","January_2024","Resistant","Porites compressa",9,0.589666666666667,0.388666666666667,0.294666666666667,0.314666666666667,0.303,0.291333333333333,0.0800796812749004,0.758147512864494,0.809605488850772,0.77958833619211,0.749571183533448,111,5.5811,6.0952,0.5141,20.4551547177809,"",1.76170051367935,16.678748486437,17.8107902389101,17.1504325499674,16.4900748610248
"69","3/29/24","2","January_2024","Resistant","Montipora capitata",5,0.730333333333333,0.323,0.214666666666667,0.223333333333333,0.195,0.172,0.162284196547145,0.664602683178535,0.691434468524252,0.603715170278638,0.532507739938081,100,5.5159,6.2762,0.7603,30.2510292393091,"",1.34114607525707,5.49239728275865,5.71414003019921,4.98921181741274,4.40074067997432
"70","3/29/24","201","September_2023","Susceptible","Montipora capitata",5,0.650666666666667,0.272,0.226333333333333,0.239333333333333,0.204666666666667,0.175666666666667,0.150863213811421,0.832107843137255,0.879901960784314,0.752450980392157,0.645833333333333,69,2.65,3.025,0.375,8.90637759930697,"",4.23469620867973,23.3570785052389,24.6986485519315,21.1211284274178,18.1283952463341
"71","3/29/24","203","January_2024","Susceptible","Montipora capitata",9,0.662,0.266,0.256,0.279,0.235666666666667,0.195666666666667,0.157768924302789,0.962406015037594,1.04887218045113,0.885964912280702,0.735588972431078,118,3.1456,3.6435,0.4979,19.8105845827331,"",3.58374159226654,21.8611775416457,23.8252677114029,20.1248079712806,16.7089989803985
"72","3/29/24","203","September_2023","Susceptible","Montipora capitata",9,0.748333333333333,0.290666666666667,0.262,0.283333333333333,0.245666666666667,0.211333333333333,0.182337317397078,0.901376146788991,0.974770642201835,0.845183486238532,0.727064220183486,71,3.481,3.945,0.464,11.0201578828758,"",7.44560955484906,36.8070285712818,39.8040385312844,34.5124428206548,29.6891299162756
"73","3/29/24","206","September_2023","Resistant","Montipora capitata",5,0.547666666666667,0.248333333333333,0.201,0.209,0.184333333333333,0.163666666666667,0.11925630810093,0.809395973154362,0.841610738255034,0.742281879194631,0.659060402684564,74,1.029,1.231,0.202,4.79756873349336,"",6.2144137335836,42.1774037078255,43.8561063429629,38.6801065512894,34.3434580771846
"74","3/29/24","214","September_2023","Resistant","Montipora capitata",5,0.682,0.276333333333333,0.261,0.277666666666667,0.234333333333333,0.197666666666667,0.161620185922975,0.944511459589867,1.00482509047045,0.848009650180941,0.715319662243667,79,1.324,1.568,0.244,5.79508302461573,"",6.97229812051277,40.7462436507757,43.3481749183859,36.5831536225994,30.858904833857
"75","3/29/24","226","September_2023","Resistant","Porites compressa",5,0.688,0.380666666666667,0.260333333333333,0.257666666666667,0.240666666666667,0.231333333333333,0.122443559096946,0.683887915936953,0.676882661996497,0.632224168126095,0.607705779334501,84,2.701,2.915,0.214,5.08257281667117,"",6.0227154392812,33.6388646363194,33.2942923993277,31.0976443885053,29.8916415590342
"76","3/29/24","234","January_2024","Resistant","Porites compressa",9,0.617666666666667,0.432,0.317666666666667,0.354,0.347,0.332333333333333,0.0739707835325365,0.735339506172839,0.819444444444444,0.803240740740741,0.76929012345679,134,6.3031,6.8321,0.529,21.0480000889051,"",1.58147341548082,15.7213405729794,17.5194792114419,17.1730488315546,16.447194702267
"77","3/29/24","235","September_2023","Susceptible","Porites compressa",5,0.540666666666667,0.337333333333333,0.265666666666667,0.283,0.273666666666667,0.262333333333333,0.0810092961487384,0.787549407114625,0.838932806324111,0.811264822134387,0.777667984189723,87,1.083,1.227,0.144,3.42004899813388,"",5.92164733553089,57.5685763233468,61.3246189441926,59.3021344560449,56.8462604347227
