"","Date","ColonyID","Timepoint","Phenotype","Species","Dilution","mean_A235","mean_A280","mean_A310","mean_A320","mean_A330","mean_A334","prot.mg.ml","mycro.mg.ml","paly.mg.ml","aster.mg.ml","shin.mg.ml","X","Without_wax_weight_g","With_wax_weight_g","delta.mass.g","surface.area.cm2","Notes","prot.mg.cm2","mycro.mg.cm2","paly.mg.cm2","aster.mg.cm2","shin.mg.cm2"
"78","3/29/24","243","January_2024","Susceptible","Porites compressa",9,0.571666666666667,0.356666666666667,0.249,0.260333333333333,0.251333333333333,0.242333333333333,0.0856573705179283,0.698130841121495,0.729906542056075,0.704672897196262,0.679439252336449,143,5.7742,6.3655,0.591299999999999,23.526809929243,"",1.63837837977161,13.3532289098908,13.9610063970879,13.4783595690196,12.9957127409513
"79","3/29/24","28","January_2024","Resistant","Porites compressa",5,0.908333333333333,0.609333333333333,0.450333333333333,0.476666666666667,0.450333333333333,0.431666666666667,0.119123505976096,0.739059080962801,0.782275711159737,0.739059080962801,0.708424507658643,108,4.1446,4.5583,0.4137,16.4604114116825,"",1.80924253648286,11.2247966116793,11.8811688783874,11.2247966116793,10.75952006819
"80","3/29/24","43","January_2024","Susceptible","Porites compressa",9,0.649333333333333,0.402,0.295333333333333,0.317666666666667,0.314,0.303666666666667,0.098539176626826,0.734660033167496,0.790215588723051,0.781094527363184,0.755389718076285,112,5.9732,6.4782,0.505,20.0930813703158,"",2.20686059369573,16.4532760721198,17.69748543649,17.4932122572651,16.9175332976311
"81","4/1/24","233","September_2023","Susceptible","Porites compressa",5,0.539333333333333,0.296,0.264333333333333,0.288333333333333,0.275666666666667,0.258333333333333,0.0969455511288181,0.893018018018018,0.974099099099099,0.931306306306306,0.872747747747748,85,2.114,2.356,0.242,5.7475823440861,"",4.21679696457802,38.8432024352325,42.3699496929081,40.5086108624682,37.9615156208136
"82","4/1/24","236","September_2023","Resistant","Porites compressa",5,0.69,0.406,0.307,0.333,0.332333333333333,0.322333333333333,0.113147410358566,0.75615763546798,0.820197044334975,0.818555008210181,0.793924466338259,88,1.849,2.072,0.223,5.29632587905455,"",5.3408444335927,35.6925561575793,38.7153785031723,38.6378702379007,37.4752462588265
"83","4/1/24","237","September_2023","Susceptible","Porites compressa",5,0.847333333333333,0.485666666666667,0.376333333333333,0.396333333333333,0.376666666666667,0.360333333333333,0.144090305444887,0.774879890185312,0.816060398078243,0.775566231983528,0.741935483870968,89,2.53,2.815,0.285,6.7688469754733,"",5.3218186925703,28.619345842544,30.1403031060981,28.6446951302699,27.4025800317006
"84","4/1/24","27","September_2023","Susceptible","Porites compressa",5,0.586333333333333,0.321666666666667,0.235,0.25,0.248333333333333,0.240666666666667,0.105444887118194,0.730569948186529,0.77720207253886,0.772020725388601,0.748186528497409,60,2.733,3.043,0.31,7.36260548209376,"",3.58042025253972,24.8067735655303,26.3901846441812,26.2142500798867,25.4049510841318
"85","4/1/24","44","September_2023","Resistant","Porites compressa",5,0.506333333333333,0.283333333333333,0.226666666666667,0.24,0.234666666666667,0.227666666666667,0.0888446215139442,0.8,0.847058823529412,0.828235294117647,0.803529411764706,66,1.858,2.077,0.219,5.20132451799527,"",4.2702883278367,38.451744225543,40.7136115329279,39.808864609974,38.6213842735969
"86","4/1/24","46","September_2023","Resistant","Porites compressa",5,0.676,0.375666666666667,0.288333333333333,0.301333333333333,0.292,0.283,0.119654714475432,0.767524401064774,0.802129547471162,0.777284826974268,0.753327417923691,68,3.215,3.732,0.517,12.2789259169112,"",2.43618039731465,15.626863584373,16.3314273760384,15.8255867050991,15.3378117724077
"87","4/2/24","1","January_2024","Susceptible","Montipora capitata",5,0.923,0.366,0.265666666666667,0.284666666666667,0.25,0.218666666666667,0.22191235059761,0.725865209471767,0.777777777777778,0.683060109289617,0.597449908925319,99,4.9087,5.725,0.8163,32.4791729160174,"",1.70811269710759,5.58715897221785,5.98674248716944,5.2576778283104,4.5987155404955
"88","4/2/24","204","January_2024","Resistant","Montipora capitata",5,0.875666666666667,0.362,0.347666666666667,0.384,0.318,0.258,0.20464807436919,0.960405156537753,1.06077348066298,0.878453038674033,0.712707182320442,119,3.4741,4.0164,0.5423,21.5771842121233,"",2.37111655021009,11.1275543080146,12.2904530803767,10.1780314571869,8.25764816337808
"89","4/2/24","214","January_2024","Resistant","Montipora capitata",5,0.625333333333333,0.247,0.239,0.257,0.211333333333333,0.172666666666667,0.150730411686587,0.967611336032389,1.04048582995951,0.855600539811066,0.699055330634278,127,0.8368,1.0697,0.2329,9.26669039831,"",4.06645752711443,26.1045555220248,28.0705889923028,23.082689262153,18.859358103778
"90","4/2/24","221","January_2024","Susceptible","Montipora capitata",9,0.711,0.282,0.267333333333333,0.296666666666667,0.252,0.210666666666667,0.170916334661355,0.947990543735225,1.05200945626478,0.893617021276596,0.747044917257683,130,3.6151,4.1987,0.5836,23.2204401736956,"",3.3122692775108,18.3715614988257,20.3873936832355,17.3178310387933,14.4773402334886
"91","4/2/24","233","January_2024","Susceptible","Porites compressa",9,0.711,0.399666666666667,0.364,0.4,0.375666666666667,0.348333333333333,0.124037184594954,0.910758965804837,1.00083402835696,0.939949958298582,0.871559633027523,133,5.9148,6.5668,0.652,25.941958521675,"",2.1516005825502,15.7984037431001,17.3608832341759,16.3047628374302,15.1184358164282
"92","4/2/24","236","January_2024","Resistant","Porites compressa",9,0.723666666666667,0.468666666666667,0.305333333333333,0.322333333333333,0.317666666666667,0.307666666666667,0.101593625498008,0.65149359886202,0.687766714082503,0.677809388335704,0.65647226173542,136,6.0652,6.7105,0.6453,25.6753770460689,"",1.780582672343,11.4184153542079,12.0541568204356,11.8796395551966,11.5056739868273
"93","4/2/24","238","January_2024","Resistant","Porites compressa",5,0.934333333333333,0.570666666666667,0.436333333333333,0.485333333333333,0.474666666666667,0.452333333333333,0.144887118193891,0.764602803738318,0.850467289719626,0.831775700934579,0.792640186915888,138,3.4248,3.7081,0.2833,11.2720197073475,"",3.21342407917032,16.9579814352153,18.8623536819507,18.4477964581715,17.579817270884
"94","4/2/24","241","January_2024","Susceptible","Porites compressa",5,1.04566666666667,0.636,0.499,0.556666666666667,0.554,0.528666666666667,0.163213811420983,0.784591194968553,0.875262054507338,0.871069182389937,0.831236897274633,141,7.7339,8.5021,0.7682,30.5653566508447,"",1.33495752466929,6.41732406340882,7.15893866793101,7.12464435095889,6.7988483397237
"95","6/24/26","12","October_2024","Resistant","Montipora capitata",5,0.490333333333333,0.234,0.215666666666667,0.233666666666667,0.197333333333333,0.164,0.102124833997344,0.921652421652422,0.998575498575499,0.843304843304843,0.700854700854701,195,4.1583,4.741,0.5827,13.2766668417257,"",1.92301341923388,17.3547403245042,18.8032039682805,15.8794532799173,13.1971131988502
"96","6/24/26","19","October_2024","Susceptible","Montipora capitata",5,0.805,0.365,0.310666666666667,0.323333333333333,0.274666666666667,0.237666666666667,0.175298804780877,0.851141552511416,0.885844748858448,0.752511415525114,0.651141552511416,196,2.4425,2.9485,0.506,11.5290774359245,"",3.80123227021286,18.4564106981203,19.2089252973998,16.3176849949046,14.1195502443774
"97","6/24/26","2","October_2024","Resistant","Montipora capitata",5,0.783,0.378,0.31,0.331,0.279333333333333,0.239666666666667,0.161354581673307,0.82010582010582,0.875661375661376,0.738977072310406,0.634038800705467,192,4.1389,4.8378,0.6989,15.9242533991455,"",2.53315771906087,12.8751062852,13.74729090452,11.6014398569866,9.9539800204933
"98","6/24/26","204","October_2024","Resistant","Montipora capitata",5,0.966,0.404666666666667,0.375666666666667,0.402333333333333,0.342666666666667,0.291,0.223638778220452,0.92833607907743,0.994233937397035,0.846787479406919,0.719110378912685,209,4.2963,4.8608,0.564500000000001,12.8619846098406,"",4.34689484174447,18.0441842226892,19.3250491187098,16.4591139138638,13.977438177824
"99","6/24/26","205","October_2024","Susceptible","Montipora capitata",5,0.771333333333333,0.337333333333333,0.383333333333333,0.429333333333333,0.356,0.288666666666667,0.172908366533865,1.13636363636364,1.27272727272727,1.05533596837945,0.855731225296443,210,3.9914,4.6681,0.6767,15.4184322151978,"",2.80359838342433,18.4254083116754,20.6364573090764,17.111596588582,13.8751335634008
"100","6/24/26","206","October_2024","Resistant","Montipora capitata",9,0.774333333333333,0.353333333333333,0.353,0.390666666666667,0.330666666666667,0.274666666666667,0.167729083665339,0.999056603773585,1.10566037735849,0.935849056603774,0.777358490566038,211,6.9817,8.1889,1.2072,27.5057357325059,"May be an overestimation",2.74408539307689,16.3447899038313,18.0888515271862,15.3107002687447,12.7177590941992
"101","6/24/26","209","October_2024","Susceptible","Montipora capitata",9,0.679666666666667,0.281666666666667,0.238666666666667,0.252666666666667,0.217666666666667,0.186333333333333,0.158565737051793,0.847337278106509,0.897041420118343,0.772781065088757,0.661538461538462,212,3.2054,3.8081,0.6027,13.7323616020389,"",5.1960896269082,27.7666570541891,29.3954274400494,25.3235014753987,21.6781582308543
"102","6/24/26","211","October_2024","Susceptible","Montipora capitata",9,0.893333333333333,0.372,0.339333333333333,0.361666666666667,0.308333333333333,0.262,0.207702523240372,0.912186379928315,0.972222222222222,0.828853046594982,0.704301075268817,214,6.7787,7.8706,1.0919,24.8786554393002,"",3.75688049887621,16.4994395283642,17.5853554894648,14.9921233435529,12.739252916792
"103","6/24/26","213","October_2024","Susceptible","Montipora capitata",5,0.586333333333333,0.257,0.256,0.277666666666667,0.231,0.191333333333333,0.131208499335989,0.996108949416342,1.08041504539559,0.898832684824903,0.744487678339818,215,1.7448,2.1297,0.3849,8.76984566222792,"",3.74033091315135,28.3958517567368,30.7991465017732,25.622819358618,21.2229412869361
"104","6/24/26","219","October_2024","Susceptible","Montipora capitata",9,0.707,0.284333333333333,0.289666666666667,0.312666666666667,0.264,0.223,0.168393094289509,1.01875732708089,1.09964830011723,0.928487690504103,0.784290738569754,217,4.564,5.4802,0.9162,20.8753769699486,"",3.62996522359162,21.9608392148489,23.704565228456,20.0149420692294,16.9065609145385
"105","6/24/26","225","October_2024","Susceptible","Porites compressa",5,0.81,0.451666666666667,0.347333333333333,0.366666666666667,0.353,0.339666666666667,0.142762284196547,0.7690036900369,0.811808118081181,0.781549815498155,0.752029520295203,220,3.6632,4.0133,0.3501,7.97693677928292,"",4.47422012191817,24.100845704146,25.4423515110946,24.4940456820447,23.5688692634595
"106","6/24/26","226","October_2024","Resistant","Porites compressa",5,0.580666666666667,0.316666666666667,0.229333333333333,0.232333333333333,0.218666666666667,0.21,0.105179282868526,0.72421052631579,0.733684210526316,0.690526315789474,0.663157894736842,221,7.5408,8.2515,0.7107,16.1931133077303,"",1.62382737756666,11.1808413946265,11.3271024012422,10.6608022599927,10.2382704631027
"107","6/24/26","233","October_2024","Susceptible","Porites compressa",5,0.605333333333333,0.329333333333333,0.316333333333333,0.346,0.325,0.300666666666667,0.10996015936255,0.960526315789474,1.05060728744939,0.986842105263158,0.912955465587045,222,4.1879,4.5387,0.3508,7.99288609589388,"",3.43931334824847,30.0431628909024,32.8606987152336,30.8662632440778,28.5552507140084
"108","6/24/26","237","October_2024","Susceptible","Porites compressa",5,0.870666666666667,0.5,0.392333333333333,0.409666666666667,0.383666666666667,0.365666666666667,0.147675962815405,0.784666666666667,0.819333333333333,0.767333333333333,0.731333333333333,226,3.7849,4.2897,0.5048,11.5017357503057,"",3.20986253773653,17.0553967614369,17.8089062190365,16.6786420326371,15.8961514420529
"109","6/24/26","241","October_2024","Susceptible","Porites compressa",5,0.524,0.316,0.254,0.281,0.278,0.267666666666667,0.0828685258964144,0.80379746835443,0.889240506329114,0.879746835443038,0.84704641350211,230,4.8257,5.2982,0.472499999999999,10.7657887123998,"",1.9243486963702,18.6655499617189,20.6496832253662,20.4292239738498,19.6698643297379
"110","6/24/26","243","October_2024","Susceptible","Porites compressa",5,0.615666666666667,0.394333333333333,0.300666666666667,0.332666666666667,0.326333333333333,0.312,0.0881806108897742,0.762468300929839,0.843617920540997,0.827557058326289,0.791208791208791,232,8.2341,8.9555,0.721400000000001,16.4369100044979,"",1.34119811548588,11.5968923100691,12.8311513585909,12.5868709219043,12.0340257230872
"111","6/24/26","244","October_2024","Resistant","Porites compressa",5,0.819333333333333,0.47,0.413,0.457666666666667,0.449666666666667,0.432,0.139176626826029,0.878723404255319,0.973758865248227,0.956737588652482,0.919148936170213,233,9.8881,10.6889,0.800800000000001,18.2460182029413,"",1.9069451931654,12.0399337883164,13.3420735200633,13.1088544636311,12.5938290473431
"112","6/24/26","26","October_2024","Resistant","Porites compressa",5,0.688666666666667,0.412666666666667,0.294666666666667,0.323,0.322666666666667,0.312,0.10996015936255,0.7140549273021,0.782714054927302,0.781906300484653,0.756058158319871,198,4.7033,5.2417,0.5384,12.2673029476319,"",2.24091961843529,14.5519950544619,15.9512253481601,15.9347638152931,15.4079947635479
"113","6/24/26","27","October_2024","Susceptible","Porites compressa",5,0.652333333333333,0.369,0.260333333333333,0.276,0.276333333333333,0.267,0.112881806108898,0.705510388437218,0.747967479674797,0.748870822041554,0.723577235772358,199,4.4456,4.9307,0.4851,11.0528764113971,"",2.5532223899767,15.9576195864665,16.9179372824511,16.938369573855,16.3662654145451
"114","6/24/26","44","October_2024","Resistant","Porites compressa",5,0.529333333333333,0.292666666666667,0.229,0.24,0.233333333333333,0.225333333333333,0.0942895086321381,0.78246013667426,0.82004555808656,0.797266514806378,0.76993166287016,205,3.9623,4.4122,0.4499,10.2508536332459,"",2.29955260326651,19.0828043368154,19.999445593169,19.4439054378032,18.7772572513642
"115","6/30/26","1","October_2024","Susceptible","Montipora capitata",5,0.542,0.268666666666667,0.214,0.220333333333333,0.192333333333333,0.168666666666667,0.108897742363878,0.796526054590571,0.820099255583127,0.715880893300248,0.627791563275434,191,3.3684,3.9174,0.549,12.5088211705979,"",2.17641896224088,15.9192869521313,16.3904184974436,14.3075211392208,12.5469769435801
"116","6/30/26","20","October_2024","Resistant","Montipora capitata",5,0.748,0.331666666666667,0.297666666666667,0.318333333333333,0.276333333333333,0.234666666666667,0.165869853917663,0.89748743718593,0.959798994974874,0.833165829145729,0.707537688442211,197,3.8951,4.5296,0.634500000000001,14.4569162709369,"",2.86834776533767,15.5200358839694,16.5975747695306,14.4077376795192,12.2352802489524
"117","6/30/26","201","October_2024","Susceptible","Montipora capitata",5,0.675666666666667,0.272333333333333,0.249666666666667,0.265666666666667,0.230666666666667,0.198,0.160690571049137,0.916768665850673,0.975520195838433,0.847001223990208,0.727050183598531,206,3.0172,3.4133,0.3961,9.02503472800332,"",4.45124522763714,25.3951561816731,27.0226161238898,23.4625475002908,20.1398167849317
"118","6/30/26","202","October_2024","Resistant","Montipora capitata",5,0.901666666666667,0.413666666666667,0.471333333333333,0.519666666666667,0.428333333333333,0.346666666666667,0.194422310756972,1.13940370668815,1.25624496373892,1.03545527800161,0.838033843674456,207,4.3985,4.9623,0.5638,12.8460352932297,"",3.78370264285821,22.1742288706123,24.4481066543738,20.1512617388521,16.3091923800826
"119","6/30/26","203","October_2024","Susceptible","Montipora capitata",5,0.768333333333333,0.283,0.279666666666667,0.303666666666667,0.269333333333333,0.235,0.1933598937583,0.988221436984688,1.07302709069494,0.95170789163722,0.830388692579505,208,1.9879,2.3238,0.3359,7.65339349946052,"",6.31614896620466,32.2804987439345,35.0506964907322,31.0877747140633,27.1248529373943
"120","6/30/26","214","October_2024","Resistant","Montipora capitata",5,0.892333333333333,0.390333333333333,0.393,0.431666666666667,0.37,0.309333333333333,0.2,1.0068317677199,1.10589239965841,0.947907771135781,0.792485055508113,216,3.128,3.7348,0.6068,13.8257790279031,"",3.61643274488116,18.2056968668441,19.9969274321994,17.1402235133138,14.3298445228425
"121","6/30/26","220","October_2024","Resistant","Montipora capitata",5,0.727333333333333,0.337666666666667,0.360666666666667,0.396,0.328333333333333,0.265,0.155245683930943,1.06811451135242,1.17275419545903,0.972359328726555,0.784797630799605,218,2.962,3.4617,0.4997,11.3855335864258,"",3.40883637012919,23.4533257322665,25.7509713215643,21.3507632590411,17.2323419197337
"122","6/30/26","221","October_2024","Susceptible","Montipora capitata",9,0.738,0.313666666666667,0.293,0.321,0.263333333333333,0.214666666666667,0.169057104913679,0.934112646121148,1.02337938363443,0.839532412327311,0.684378320935175,219,6.709,8.1361,1.4271,32.5160996221498,"May be an overestimation",2.33963169307468,12.9274634915984,14.1628524942084,11.6185394293091,9.47131568667729
"123","6/30/26","234","October_2024","Resistant","Porites compressa",5,0.860333333333333,0.513,0.371,0.406,0.402,0.387666666666667,0.138379814077025,0.723196881091618,0.791423001949318,0.783625730994152,0.755685510071475,223,3.9883,4.3867,0.3984,9.07743962543934,"",3.81109155739297,19.9174247070967,21.7964270379549,21.5816839144283,20.8121877217911
"124","6/30/26","235","October_2024","Susceptible","Porites compressa",5,0.707333333333333,0.424666666666667,0.332666666666667,0.363666666666667,0.357666666666667,0.344333333333333,0.11261620185923,0.783359497645212,0.856357927786499,0.842229199372057,0.810832025117739,224,5.2037,5.6443,0.4406,10.0389555697002,"",2.80448003473415,19.5079929432491,21.3258720451751,20.9740244770604,20.1921409923611
"125","6/30/26","238","October_2024","Resistant","Porites compressa",5,0.645333333333333,0.339333333333333,0.275,0.301666666666667,0.293666666666667,0.279666666666667,0.12191235059761,0.81041257367387,0.888998035363458,0.865422396856582,0.824165029469548,227,4.0128,4.5805,0.567699999999999,12.9348957714907,"",2.35626851486333,15.6632992640743,17.1821646472572,16.7265050323023,15.9291007061313
"126","6/30/26","239","October_2024","Susceptible","Porites compressa",9,0.767333333333333,0.445,0.371333333333333,0.396666666666667,0.379,0.36,0.128419654714475,0.834456928838951,0.891385767790262,0.851685393258427,0.808988764044944,228,6.5392,7.2847,0.7455,16.9860221906753,"",3.40214112361386,22.1067424593185,23.6149223757532,22.5631653287658,21.4320303914398
"127","6/30/26","240","October_2024","Resistant","Porites compressa",5,0.89,0.557666666666667,0.405333333333333,0.451333333333333,0.452666666666667,0.437,0.132403718459495,0.726838015540944,0.809324566646742,0.811715481171548,0.783622235505081,229,5.5888,6.1386,0.5498,12.5270489610104,"",2.642356529291,14.5053718917196,16.1515407412734,16.1992557803909,15.6386040707602
"128","6/30/26","242","October_2024","Resistant","Porites compressa",5,0.639333333333333,0.366666666666667,0.278666666666667,0.29,0.276666666666667,0.265666666666667,0.10863213811421,0.76,0.790909090909091,0.754545454545455,0.724545454545455,231,4.2634,4.8541,0.5907,13.4589447458509,"",2.01784278347117,14.1170057227981,14.6911423191798,14.0156874999072,13.4584372740072
"129","6/30/26","247","October_2024","Susceptible","Porites compressa",5,0.770333333333333,0.443,0.307,0.320666666666667,0.313,0.303,0.130411686586985,0.693002257336343,0.72385252069225,0.706546275395034,0.683972911963883,234,3.8102,4.2292,0.419,9.54680522856194,"",3.4150609409319,18.1474912482511,18.9553600226032,18.5021653443081,17.9110418508798
"130","6/30/26","248","October_2024","Resistant","Porites compressa",9,0.576666666666667,0.354666666666667,0.238,0.258333333333333,0.261333333333333,0.256,0.0884462151394422,0.671052631578947,0.728383458646617,0.736842105263158,0.721804511278195,235,8.0724,8.8781,0.8057,18.3576634192181,"",2.16807531023162,16.4494618576784,17.8548080387966,18.0621541966665,17.6935388048978
"131","6/30/26","28","October_2024","Resistant","Porites compressa",5,0.692333333333333,0.437,0.313333333333333,0.325333333333333,0.308666666666667,0.296666666666667,0.101726427622842,0.717009916094584,0.744469870327994,0.706331045003814,0.678871090770404,200,3.3026,3.7628,0.4602,10.4855364348072,"",2.4253987446259,17.0952130239717,17.7499233099962,16.8406034682955,16.1858931822711
"132","6/30/26","29","October_2024","Susceptible","Porites compressa",5,0.641333333333333,0.398333333333333,0.273666666666667,0.3,0.304333333333333,0.297666666666667,0.0968127490039841,0.687029288702929,0.753138075313807,0.764016736401674,0.747280334728033,201,3.0881,3.4493,0.3612,8.22984737125675,"",2.94090353795954,20.8700495194607,22.8782516047682,23.2087152390593,22.7003096478422
"133","6/30/26","3","October_2024","Susceptible","Montipora capitata",5,0.683666666666667,0.273666666666667,0.235666666666667,0.248,0.217666666666667,0.188666666666667,0.163346613545817,0.861144945188794,0.906211936662607,0.79537149817296,0.689403166869671,193,3.3883,3.8112,0.4229,9.63566570682303,"",4.2380728668843,22.3426427241819,23.5119182274276,20.6361325302557,17.8867549955968
"134","6/30/26","41","October_2024","Susceptible","Porites compressa",5,0.500666666666667,0.298333333333333,0.214,0.230333333333333,0.227666666666667,0.219666666666667,0.0806108897742364,0.71731843575419,0.772067039106145,0.763128491620112,0.736312849162011,202,2.7768,3.1339,0.3571,8.13642994539254,"",2.47685072922813,22.0403309734262,23.7225369199961,23.4478910511683,22.6239534446851
"135","6/30/26","42","October_2024","Resistant","Porites compressa",9,0.642,0.426666666666667,0.319333333333333,0.351,0.346,0.334333333333333,0.0857901726427623,0.7484375,0.82265625,0.8109375,0.78359375,203,6.7254,7.3365,0.6111,13.9237534013704,"",2.77264158423284,24.188655550798,26.5873218110545,26.2085850331193,25.3248658846037
"136","6/30/26","43","October_2024","Susceptible","Porites compressa",5,0.789666666666667,0.391666666666667,0.305666666666667,0.341333333333333,0.341333333333333,0.329666666666667,0.158565737051793,0.780425531914894,0.871489361702128,0.871489361702128,0.841702127659574,204,5.5479,6.0774,0.5295,12.0645187792925,"",3.28578661015379,16.1719158922114,18.0589333409209,18.0589333409209,17.4416846427449
"137","7/15/2026","12","January_2025","Resistant","Montipora capitata",5,0.373666666666667,0.169333333333333,0.131666666666667,0.138666666666667,0.124333333333333,0.113,0.0814077025232404,0.77755905511811,0.818897637795276,0.734251968503937,0.667322834645669,240,1.2619,1.484,0.2221,5.0604903132783,"",4.0217299848215,38.4132271273132,40.4554493290184,36.2737562493362,32.9673012560992
"138","7/15/2026","19","January_2025","Susceptible","Montipora capitata",5,0.778333333333333,0.332,0.255,0.266333333333333,0.239,0.214666666666667,0.177822045152722,0.768072289156627,0.802208835341366,0.719879518072289,0.646586345381526,241,2.7859,3.2644,0.4785,10.9024971404938,"",4.07755312524366,17.6123020088643,18.3950709870361,16.5072163926219,14.8265653512531
"139","7/15/2026","202","January_2025","Resistant","Montipora capitata",5,0.760666666666667,0.325333333333333,0.290666666666667,0.312333333333333,0.268666666666667,0.228666666666667,0.173439575033201,0.893442622950819,0.960040983606557,0.825819672131147,0.702868852459016,250,1.8253,2.1015,0.2762,6.29314463992557,"",6.89002021075634,35.4926937990014,38.1383647817251,32.8063201857742,27.9220045253612
"140","7/15/2026","203","January_2025","Susceptible","Montipora capitata",5,0.748666666666667,0.305333333333333,0.310666666666667,0.338,0.288333333333333,0.242333333333333,0.176626826029217,1.0174672489083,1.10698689956332,0.944323144104803,0.793668122270742,251,1.7531,2.1704,0.4173,9.50807117393532,"",4.64412873016263,26.752724876984,29.1065053919118,24.8295139684455,20.8682735896646
"141","7/15/2026","204","January_2025","Resistant","Montipora capitata",5,0.512666666666667,0.237666666666667,0.247,0.270333333333333,0.225,0.186333333333333,0.109561752988048,1.03927068723703,1.13744740532959,0.946704067321178,0.784011220196353,252,3.417,4.0071,0.590100000000001,13.4452739030416,"",2.03717963981497,19.3240891693906,21.149576675271,17.6029152352749,14.5778216541017
"142","7/15/2026","209","January_2025","Susceptible","Montipora capitata",5,0.668,0.265,0.211,0.219666666666667,0.193,0.167333333333333,0.160557768924303,0.79622641509434,0.828930817610063,0.728301886792453,0.631446540880503,255,0.9423,1.1999,0.2576,5.86934851283427,"",6.83882412899905,33.9145994377938,35.3076161603572,31.0214108601621,26.8959382587243
"143","7/15/2026","210","January_2025","Resistant","Montipora capitata",5,0.727333333333333,0.278333333333333,0.197666666666667,0.199666666666667,0.182,0.166666666666667,0.178884462151394,0.710179640718563,0.717365269461078,0.653892215568862,0.598802395209581,256,0.7689,1.0057,0.2368,5.39542596210852,"",8.28870896420784,32.9065603766077,33.2395103972816,30.2984518813285,27.7458350561616
"144","7/15/2026","213","January_2025","Susceptible","Montipora capitata",5,0.629333333333333,0.252666666666667,0.253,0.275666666666667,0.236333333333333,0.199666666666667,0.150066401062417,1.00131926121372,1.0910290237467,0.935356200527704,0.79023746701847,258,1.7415,2.1619,0.4204,9.57870386178388,"",3.91666772529466,26.1339967197618,28.4753824601358,24.4123895577222,20.624853801235
"145","7/15/2026","219","January_2025","Susceptible","Montipora capitata",5,0.548333333333333,0.210333333333333,0.184333333333333,0.197,0.171666666666667,0.147666666666667,0.134661354581673,0.876386687797147,0.936608557844691,0.816164817749604,0.702060221870047,260,1.2186,1.435,0.2164,4.93061730658904,"",6.82781415633892,44.4359515909897,47.489416618942,41.3824865630375,35.5969738784963
"146","7/15/2026","220","January_2025","Resistant","Montipora capitata",5,0.416666666666667,0.195333333333333,0.204,0.221666666666667,0.19,0.158666666666667,0.0881806108897742,1.04436860068259,1.13481228668942,0.972696245733788,0.812286689419795,261,1.0966,1.3127,0.2161,4.92378188518434,"",4.47728052064561,53.0267498152741,57.6189356652896,49.3876591416768,41.2430276341021
"147","7/15/2026","225","January_2025","Susceptible","Porites compressa",5,0.728333333333333,0.403666666666667,0.296333333333333,0.305,0.290333333333333,0.279333333333333,0.129349269588313,0.734104046242775,0.755573905862923,0.719240297274979,0.691990090834021,263,2.9452,3.2948,0.3496,7.96554441027508,"",4.0596493763019,23.0399834723106,23.7138187594648,22.5734821196653,21.7182296398158
"148","7/15/2026","226","January_2025","Resistant","Porites compressa",5,0.679666666666667,0.366666666666667,0.256666666666667,0.255333333333333,0.240333333333333,0.231666666666667,0.124701195219124,0.7,0.696363636363637,0.655454545454545,0.631818181818182,264,3.5412,3.9831,0.4419,10.0685757291206,"",3.0962967994187,17.3808098293248,17.2905199081335,16.2747582947314,15.6878738069879
"149","7/15/2026","234","January_2025","Resistant","Porites compressa",5,0.933,0.632333333333333,0.437666666666667,0.478,0.472666666666667,0.458,0.119787516600266,0.6921454928835,0.755930416447022,0.747496046389035,0.724301528729573,266,6.1887,6.9101,0.7214,16.4369100044978,"",1.82192876531366,10.5273055077582,11.4974532354343,11.3691692383862,11.016388246504
"150","7/15/2026","235","January_2025","Susceptible","Porites compressa",5,0.734333333333333,0.434,0.313,0.335666666666667,0.33,0.318333333333333,0.119654714475432,0.721198156682028,0.773425499231951,0.76036866359447,0.733486943164363,267,4.9442,5.3785,0.434299999999999,9.89541172020155,"",3.0229847392594,18.2205191929937,19.5400030110166,19.2101320565109,18.530985973705
"151","7/15/2026","236","January_2025","Resistant","Porites compressa",5,0.778333333333333,0.489333333333333,0.368333333333333,0.403666666666667,0.395,0.378,0.115139442231076,0.752724795640327,0.824931880108992,0.807220708446867,0.772479564032698,268,4.2432,4.7537,0.5105,11.6316087569949,"",2.47471017630803,16.1784326520538,17.7303908974092,17.3497218938315,16.6030250021982
"152","7/15/2026","237","January_2025","Susceptible","Porites compressa",5,0.569333333333333,0.325,0.226,0.228,0.214,0.205333333333333,0.09734395750332,0.695384615384615,0.701538461538462,0.658461538461538,0.631794871794872,269,3.0731,3.4325,0.3594,8.18883484282856,"",2.97185006694114,21.2296568660682,21.4175299356794,20.1024184484009,19.2883018134189
"153","7/15/2026","26","January_2025","Resistant","Porites compressa",5,0.843,0.519666666666667,0.355333333333333,0.384333333333333,0.381333333333333,0.369666666666667,0.128818061088977,0.683771648492623,0.739576651699808,0.733803720333547,0.711353431686979,243,7.0388,7.7191,0.6803,15.5004572720542,"",2.07764936911287,11.0282496266319,11.9283037706441,11.8351947212635,11.4731039736724
"154","7/15/2026","27","January_2025","Susceptible","Porites compressa",5,0.706333333333333,0.395666666666667,0.264333333333333,0.277,0.273,0.264333333333333,0.123771580345286,0.668070766638585,0.700084245998315,0.689974726200505,0.668070766638585,244,7.277,7.9428,0.6658,15.1700785708271,"",2.03973202523989,11.0096787488517,11.537254779692,11.3706518225846,11.0096787488517
