"","ColonyID","Species","Phenotype","Timepoint","surface.area.cm2","Notes.x","surface_area_cm2_fraggrameter","Notes.y"
"160","43","Porites compressa","Susceptible","May_2024",15.9812152441846,"",25.70665753,""
"161","44","Porites compressa","Resistant","May_2024",8.74706092421227,"",16.3326135,""
"162","201","Montipora capitata","Susceptible","May_2024",19.4855079509933,"",14.80356317,""
"163","202","Montipora capitata","Resistant","May_2024",14.3794481616836,"",20.99775316,""
"164","203","Montipora capitata","Susceptible","May_2024",21.56119758422,"",20.67721028,""
"165","204","Montipora capitata","Resistant","May_2024",9.03870557081271,"",15.3952052,""
"166","205","Montipora capitata","Susceptible","May_2024",28.9867437035239,"May be overestimation",17.06653679,""
"167","206","Montipora capitata","Resistant","May_2024",11.3490780056007,"",17.37311968,""
"168","209","Montipora capitata","Susceptible","May_2024",7.32301479823344,"",14.40480292,""
"169","210","Montipora capitata","Resistant","May_2024",27.5467482609341,"May be overestimation",23.43746972,""
"170","211","Montipora capitata","Susceptible","May_2024",20.6976560134264,"",30.93802277,""
"171","213","Montipora capitata","Susceptible","May_2024",14.0855250412816,"",14.5135692,""
"172","214","Montipora capitata","Resistant","May_2024",14.7143838105139,"",16.89921559,""
"173","219","Montipora capitata","Susceptible","May_2024",9.79743734673423,"",14.12551911,""
"174","220","Montipora capitata","Resistant","May_2024",10.0024999888752,"",13.2102446,""
"175","221","Montipora capitata","Susceptible","May_2024",16.8857693434064,"",15.34615645,""
"176","225","Porites compressa","Susceptible","May_2024",4.85770614493892,"",11.15342628,""
"177","233","Porites compressa","Susceptible","May_2024",9.71541228987785,"",17.54015736,""
"178","234","Porites compressa","Resistant","May_2024",6.42757459421796,"",12.9367376,""
"179","235","Porites compressa","Susceptible","May_2024",7.99972151729858,"",14.9971933,""
"180","236","Porites compressa","Resistant","May_2024",5.06276878707987,"",9.368837674,""
"181","237","Porites compressa","Susceptible","May_2024",7.37314122186789,"",13.75445841,""
"182","238","Porites compressa","Resistant","May_2024",6.79213040246854,"",15.68677224,""
"183","239","Porites compressa","Susceptible","May_2024",6.93111730436408,"",12.59344577,""
"184","240","Porites compressa","Resistant","May_2024",8.10225283836903,"",17.9693712,""
"185","241","Porites compressa","Susceptible","May_2024",9.42832459088052,"",17.98665129,""
"186","242","Porites compressa","Resistant","May_2024",12.287809211846,"",18.86977768,""
"187","243","Porites compressa","Susceptible","May_2024",6.67820671239023,"",13.25647411,""
"188","244","Porites compressa","Resistant","May_2024",6.61896639354952,"",11.06936777,""
"189","247","Porites compressa","Susceptible","May_2024",9.87034850838434,"",17.44069787,""
"190","248","Porites compressa","Resistant","May_2024",7.15668621071911,"",13.87499244,""
"191","1","Montipora capitata","Susceptible","October_2024",12.5088211705979,"",15.70630826,""
"192","2","Montipora capitata","Resistant","October_2024",15.9242533991455,"",22.72692876,""
"193","3","Montipora capitata","Susceptible","October_2024",9.63566570682303,"",15.54114824,"Coral 3 (chamber 5) is a sad nub"
"194","4","Montipora capitata","Resistant","October_2024",15.8331144470828,"",22.49835562,""
"195","12","Montipora capitata","Resistant","October_2024",13.2766668417257,"",20.71953384,""
"196","19","Montipora capitata","Susceptible","October_2024",11.5290774359245,"",17.83537582,""
"197","20","Montipora capitata","Resistant","October_2024",14.4569162709369,"",18.4008163,"Weird spike in channel 8 to >350 during run 1 - looks like 1 reading that will have to be removed"
"198","26","Porites compressa","Resistant","October_2024",12.2673029476319,"",16.48570331,""
"199","27","Porites compressa","Susceptible","October_2024",11.0528764113971,"",14.92532344,""
"200","28","Porites compressa","Resistant","October_2024",10.4855364348072,"",15.69024154,""
"201","29","Porites compressa","Susceptible","October_2024",8.22984737125675,"",11.56906683,""
"202","41","Porites compressa","Susceptible","October_2024",8.13642994539254,"",12.04215007,""
"203","42","Porites compressa","Resistant","October_2024",13.9237534013704,"",22.58229084,""
"204","43","Porites compressa","Susceptible","October_2024",12.0645187792925,"",18.67272616,""
"205","44","Porites compressa","Resistant","October_2024",10.2508536332459,"",14.00518542,""
"206","201","Montipora capitata","Susceptible","October_2024",9.02503472800332,"",14.49304936,""
"207","202","Montipora capitata","Resistant","October_2024",12.8460352932297,"",19.52862146,""
"208","203","Montipora capitata","Susceptible","October_2024",7.65339349946052,"",12.64374774,""
"209","204","Montipora capitata","Resistant","October_2024",12.8619846098406,"",18.1310987,""
"210","205","Montipora capitata","Susceptible","October_2024",15.4184322151978,"",21.09619635,""
"211","206","Montipora capitata","Resistant","October_2024",27.5057357325059,"May be an overestimation",35.72815658,""
"212","209","Montipora capitata","Susceptible","October_2024",13.7323616020389,"",21.80519223,""
"213","210","Montipora capitata","Resistant","October_2024",23.4386599967104,"",32.95859532,""
"214","211","Montipora capitata","Susceptible","October_2024",24.8786554393002,"",30.60379201,""
"215","213","Montipora capitata","Susceptible","October_2024",8.76984566222792,"",12.40056307,""
"216","214","Montipora capitata","Resistant","October_2024",13.8257790279031,"",15.08071422,""
"217","219","Montipora capitata","Susceptible","October_2024",20.8753769699486,"",28.12657827,""
"218","220","Montipora capitata","Resistant","October_2024",11.3855335864258,"",19.59918146,""
"219","221","Montipora capitata","Susceptible","October_2024",32.5160996221498,"May be an overestimation",32.11543505,""
"220","225","Porites compressa","Susceptible","October_2024",7.97693677928292,"",15.21781843,"Chamber vol for Oct 2024 from https://docs.google.com/spreadsheets/d/1R0-TyAcboxFTtLoDb6nWnYPre-5XvpxwE3oYr60r_tY/edit?gid=0#gid=0 and cross-referencing round and zub # to Run and light zub # from https://docs.google.com/spreadsheets/d/1DUCUtOtR5XBqLom39beU_QuXFvvkWVFyXAmRK-CAvsY/edit?gid=0#gid=0. SA for Oct 2024 from 2024_10_Phys_Frags_mesh_measure"
"221","226","Porites compressa","Resistant","October_2024",16.1931133077303,"",27.21767863,""
"222","233","Porites compressa","Susceptible","October_2024",7.99288609589388,"",17.24946632,""
"223","234","Porites compressa","Resistant","October_2024",9.07743962543934,"",14.39613008,""
"224","235","Porites compressa","Susceptible","October_2024",10.0389555697002,"",21.26253706,""
"225","236","Porites compressa","Resistant","October_2024",7.67389976367461,"",15.27020073,""
"226","237","Porites compressa","Susceptible","October_2024",11.5017357503057,"",15.17385271,""
"227","238","Porites compressa","Resistant","October_2024",12.9348957714907,"",16.96565616,""
"228","239","Porites compressa","Susceptible","October_2024",16.9860221906753,"",24.0200572,""
"229","240","Porites compressa","Resistant","October_2024",12.5270489610104,"",20.30379454,""
"230","241","Porites compressa","Susceptible","October_2024",10.7657887123998,"",16.27613884,""
"231","242","Porites compressa","Resistant","October_2024",13.4589447458509,"",13.52751801,""
"232","243","Porites compressa","Susceptible","October_2024",16.4369100044979,"",25.95685695,""
"233","244","Porites compressa","Resistant","October_2024",18.2460182029413,"",30.34749347,""
"234","247","Porites compressa","Susceptible","October_2024",9.54680522856194,"",13.70596193,""
"235","248","Porites compressa","Resistant","October_2024",18.3576634192181,"",26.9466151,""
"236","1","Montipora capitata","Susceptible","January_2025",8.41668222298517,"",12.93963472,""
"237","1","Montipora capitata","Susceptible","January_2025",8.41668222298517,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"238","2","Montipora capitata","Resistant","January_2025",16.0655187748426,"",17.54709409,""
"239","2","Montipora capitata","Resistant","January_2025",16.0655187748426,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"240","3","Montipora capitata","Susceptible","January_2025",3.44960933557107,"",6.583136094,"Chamber vol for Jan 2025 from https://docs.google.com/spreadsheets/d/1lez5iBINVi3tjcowenmlMVcdq3d2JUWCKHbAvpJcZgU/edit?gid=0#gid=0 and cross-referencing round and zub # to Run and light zub # from https://docs.google.com/spreadsheets/d/1E3QAKFHJU8Dky9mAnQ6DuLwcaJeigrLag4_3-VOz4zA/edit?gid=0#gid=0. SA for Jan 2025 has not been received from Spencer yet"
"241","3","Montipora capitata","Susceptible","January_2025",3.44960933557107,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"242","4","Montipora capitata","Resistant","January_2025",6.91288951395154,"",9.663832697,""
"243","4","Montipora capitata","Resistant","January_2025",6.91288951395154,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"244","12","Montipora capitata","Resistant","January_2025",5.0604903132783,"",8.383567763,""
"245","12","Montipora capitata","Resistant","January_2025",5.0604903132783,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"246","19","Montipora capitata","Susceptible","January_2025",10.9024971404938,"",19.51943262,""
"247","19","Montipora capitata","Susceptible","January_2025",10.9024971404938,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"248","20","Montipora capitata","Resistant","January_2025",7.26833142699585,"",9.591847972,""
"249","20","Montipora capitata","Resistant","January_2025",7.26833142699585,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"250","26","Porites compressa","Resistant","January_2025",15.5004572720542,"",24.82633366,""
"251","26","Porites compressa","Resistant","January_2025",15.5004572720542,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"252","27","Porites compressa","Susceptible","January_2025",15.1700785708271,"",25.42651795,""
"253","27","Porites compressa","Susceptible","January_2025",15.1700785708271,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"254","28","Porites compressa","Resistant","January_2025",11.0050284615643,"",16.15603182,"Spike in 6 and 7 because realized the temp probes were switched. Placed in correct spots. 7 is the blank"
"255","28","Porites compressa","Resistant","January_2025",11.0050284615643,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"256","29","Porites compressa","Susceptible","January_2025",6.99491457080792,"",10.22854452,""
"257","29","Porites compressa","Susceptible","January_2025",6.99491457080792,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"258","43","Porites compressa","Susceptible","January_2025",12.445023904154,"",18.64981456,""
"259","43","Porites compressa","Susceptible","January_2025",12.445023904154,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"260","44","Porites compressa","Resistant","January_2025",8.00199999110014,"",10.77992369,""
"261","44","Porites compressa","Resistant","January_2025",8.00199999110014,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"262","201","Montipora capitata","Susceptible","January_2025",14.8032442887749,"",20.32709837,""
"263","201","Montipora capitata","Susceptible","January_2025",14.8032442887749,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"264","202","Montipora capitata","Resistant","January_2025",6.29314463992557,"",10.87738545,""
"265","202","Montipora capitata","Resistant","January_2025",6.29314463992557,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"266","203","Montipora capitata","Susceptible","January_2025",9.50807117393532,"",14.66955651,""
"267","203","Montipora capitata","Susceptible","January_2025",9.50807117393532,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"268","204","Montipora capitata","Resistant","January_2025",13.4452739030416,"",4.471058452,""
"269","204","Montipora capitata","Resistant","January_2025",13.4452739030416,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"270","205","Montipora capitata","Susceptible","January_2025",6.08580352398305,"",2.612351816,"12:56pm Bubble on probe 5"
"271","205","Montipora capitata","Susceptible","January_2025",6.08580352398305,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"272","206","Montipora capitata","Resistant","January_2025",7.86301308920461,"",2.85733959,""
"273","206","Montipora capitata","Resistant","January_2025",7.86301308920461,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"274","209","Montipora capitata","Susceptible","January_2025",5.86934851283427,"",1.966670678,""
"275","209","Montipora capitata","Susceptible","January_2025",5.86934851283427,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"276","210","Montipora capitata","Resistant","January_2025",5.39542596210852,"",2.146571642,""
"277","210","Montipora capitata","Resistant","January_2025",5.39542596210852,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"278","211","Montipora capitata","Susceptible","January_2025",8.5625045462854,"",3.039359453,""
"279","211","Montipora capitata","Susceptible","January_2025",8.5625045462854,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"280","213","Montipora capitata","Susceptible","January_2025",9.57870386178388,"",3.971200048,""
"281","213","Montipora capitata","Susceptible","January_2025",9.57870386178388,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"282","214","Montipora capitata","Resistant","January_2025",5.61415944705887,"",2.453920728,""
"283","214","Montipora capitata","Resistant","January_2025",5.61415944705887,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"284","219","Montipora capitata","Susceptible","January_2025",4.93061730658904,"",2.40672041,""
"285","219","Montipora capitata","Susceptible","January_2025",4.93061730658904,"",20,"Dummy values for SA for now - do not have fraggrameter SA data yet"
"286","220","Montipora capitata","Resistant","January_2025",4.92378188518434,"",2.246373042,""
