"","ColonyID","Species","Phenotype","Timepoint","surface.area.cm2","Notes.x","surface_area_cm2_fraggrameter","Notes.y"
"1","1","Montipora capitata","Susceptible","April_2023",22.9137036334046,"",27.57,"Wax dipped"
"2","2","Montipora capitata","Resistant","April_2023",9.17747815683483,"",14.66,"Wax dipped"
"3","3","Montipora capitata","Susceptible","April_2023",4.67871435446482,"",10.4,"Wax dipped"
"4","4","Montipora capitata","Resistant","April_2023",9.71732981311924,"",15.14,"Wax dipped"
"5","11","Montipora capitata","Susceptible","April_2023",6.62817866882516,"",12.24,"Wax dipped"
"6","12","Montipora capitata","Resistant","April_2023",7.2280138424745,"",12.8,"Wax dipped"
"7","15","Montipora capitata","Susceptible","April_2023",7.01807153169723,"",12.63,"Wax dipped"
"8","16","Montipora capitata","Resistant","April_2023",12.7764891987309,"",18.03,"Wax dipped"
"9","19","Montipora capitata","Susceptible","April_2023",21.4141156992813,"",26.16,"Wax dipped"
"10","20","Montipora capitata","Resistant","April_2023",11.2769012646075,"",16.62,"Wax dipped"
"11","26","Porites compressa","Resistant","April_2023",8.66761825923292,"",14.17,"Wax dipped"
"12","27","Porites compressa","Susceptible","April_2023",12.9264479921432,"",18.19,"Wax dipped"
"13","28","Porites compressa","Resistant","April_2023",11.3668765406549,"",16.7,"Wax dipped"
"14","29","Porites compressa","Susceptible","April_2023",11.9667117143043,"",17.26,"Wax dipped"
"15","41","Porites compressa","Susceptible","April_2023",7.91782429217124,"",13.45,"Wax dipped"
"16","42","Porites compressa","Resistant","April_2023",3.83894511135575,"",9.63,"Wax dipped"
"17","43","Porites compressa","Susceptible","April_2023",12.8364727160958,"",18.09,"Wax dipped"
"18","44","Porites compressa","Resistant","April_2023",5.42850832152649,"",11.12,"Wax dipped"
"19","45","Porites compressa","Susceptible","April_2023",12.8664644747783,"",18.11,"Wax dipped"
"20","46","Porites compressa","Resistant","April_2023",8.45767594845564,"",13.95,"Wax dipped"
"21","201","Montipora capitata","Susceptible","April_2023",9.95726388257897,"",15.39,"Wax dipped"
"22","202","Montipora capitata","Resistant","April_2023",8.09777484426604,"",13.61,"Wax dipped"
"23","203","Montipora capitata","Susceptible","April_2023",11.2769012646075,"",16.61,"Wax dipped"
"24","204","Montipora capitata","Resistant","April_2023",6.56819515146022,"",12.2,"Wax dipped"
"25","206","Montipora capitata","Resistant","April_2023",11.4268600580199,"",16.77,"Wax dipped"
"26","207","Montipora capitata","Susceptible","April_2023",8.87756057001017,"",14.37,"Wax dipped"
"27","208","Montipora capitata","Resistant","April_2023",11.0969507125127,"",16.47,"Wax dipped"
"28","209","Montipora capitata","Susceptible","April_2023",10.0172473999439,"",15.42,"Wax dipped"
"29","210","Montipora capitata","Resistant","April_2023",8.72760177659783,"",14.23,"Wax dipped"
"30","211","Montipora capitata","Susceptible","April_2023",8.6676182592329,"",14.15,"Wax dipped"
"31","212","Montipora capitata","Resistant","April_2023",9.41741222629457,"",14.88,"Wax dipped"
"32","213","Montipora capitata","Susceptible","April_2023",6.89810449696736,"",12.49,"Wax dipped"
"33","214","Montipora capitata","Resistant","April_2023",6.83812097960244,"",12.46,"Wax dipped"
"34","217","Montipora capitata","Susceptible","April_2023",9.29744519156471,"",14.77,"Wax dipped"
"35","218","Montipora capitata","Resistant","April_2023",5.84839294308102,"",11.52,"Wax dipped"
"36","219","Montipora capitata","Susceptible","April_2023",5.21856601074922,"",10.94,"Wax dipped"
"37","220","Montipora capitata","Resistant","April_2023",6.38824459936543,"",12.02,"Wax dipped"
"38","221","Montipora capitata","Susceptible","April_2023",5.66844239098623,"",11.32,"Wax dipped"
"39","222","Montipora capitata","Resistant","April_2023",4.76868963051222,"",10.53,"Wax dipped"
"40","225","Porites compressa","Susceptible","April_2023",7.16803032510956,"",12.77,"Wax dipped"
"41","226","Porites compressa","Resistant","April_2023",5.66844239098623,"",11.35,"Wax dipped"
"42","233","Porites compressa","Susceptible","April_2023",10.2571814694036,"",15.66,"Wax dipped"
"43","234","Porites compressa","Resistant","April_2023",8.45767594845564,"",13.98,"Wax dipped"
"44","235","Porites compressa","Susceptible","April_2023",18.9847832460015,"",23.89,"Wax dipped"
"45","236","Porites compressa","Resistant","April_2023",7.34798087720437,"",12.91,"Wax dipped"
"46","237","Porites compressa","Susceptible","April_2023",6.53820339277776,"",12.17,"Wax dipped"
"47","238","Porites compressa","Resistant","April_2023",6.47821987541283,"",12.11,"Wax dipped"
"48","240","Porites compressa","Resistant","April_2023",13.9761595460295,"",19.17,"Wax dipped"
"49","241","Porites compressa","Susceptible","April_2023",5.09859897601935,"",10.82,"Wax dipped"
"50","242","Porites compressa","Resistant","April_2023",6.92809625564984,"",12.55,"Wax dipped"
"51","243","Porites compressa","Susceptible","April_2023",1.85948903831294,"",7.75,"Wax dipped"
"52","248","Porites compressa","Resistant","April_2023",13.4063161310627,"",18.64,"Wax dipped"
"53","1","Montipora capitata","Susceptible","September_2023",12.302676257176,"",20.03687937,""
"54","2","Montipora capitata","Resistant","September_2023",9.76138984884044,"",20.18991445,""
"55","3","Montipora capitata","Susceptible","September_2023",9.09638032142552,"",18.19752998,""
"56","4","Montipora capitata","Resistant","September_2023",9.26263270327924,"",17.00914233,""
"57","19","Montipora capitata","Susceptible","September_2023",8.38387011348096,"",19.07264971,""
"58","20","Montipora capitata","Resistant","September_2023",8.33636943295132,"",20.10320527,""
"59","26","Porites compressa","Resistant","September_2023",4.6075660113748,"",15.40563432,""
"60","27","Porites compressa","Susceptible","September_2023",7.36260548209376,"",17.70534214,""
"61","28","Porites compressa","Resistant","September_2023",7.64760956527158,"",17.7588614,""
"62","29","Porites compressa","Susceptible","September_2023",4.56006533084516,"",16.02065751,""
"63","41","Porites compressa","Susceptible","September_2023",7.10135173918075,"",17.8726339,""
"64","42","Porites compressa","Resistant","September_2023",3.77630410210615,"",14.09270789,""
"65","43","Porites compressa","Susceptible","September_2023",8.83512657851251,"",19.40321854,""
"66","44","Porites compressa","Resistant","September_2023",5.20132451799527,"",14.93810056,""
"67","45","Porites compressa","Susceptible","September_2023",5.91383472593983,"",16.52711027,""
"68","46","Porites compressa","Resistant","September_2023",12.2789259169112,"",19.41592567,""
"69","201","Montipora capitata","Susceptible","September_2023",8.90637759930697,"",18.06108049,""
"70","202","Montipora capitata","Resistant","September_2023",10.0701442722831,"",19.49749671,""
"71","203","Montipora capitata","Susceptible","September_2023",11.0201578828758,"",21.90329564,""
"72","204","Montipora capitata","Resistant","September_2023",9.0726299811607,"",19.58648586,""
"73","205","Montipora capitata","Susceptible","September_2023",6.43634221176584,"",15.61989935,""
"74","206","Montipora capitata","Resistant","September_2023",4.79756873349336,"",14.22479098,""
"75","209","Montipora capitata","Susceptible","September_2023",10.1888959736072,"",21.48497365,""
"76","210","Montipora capitata","Resistant","September_2023",11.7564184310852,"",22.84494431,""
"77","211","Montipora capitata","Susceptible","September_2023",4.84506941402299,"",15.44132248,""
"78","212","Montipora capitata","Resistant","September_2023",3.65755240078206,"",13.92379016,""
"79","214","Montipora capitata","Resistant","September_2023",5.79508302461573,"",16.11632924,""
"80","219","Montipora capitata","Susceptible","September_2023",3.06379389416159,"",14.68375978,""
"81","220","Montipora capitata","Resistant","September_2023",5.93758506620464,"",16.3527826,"Chamber vol for Sept 2023 from https://docs.google.com/spreadsheets/d/1ER5cb2uHWlQ6L5Ifs1Rq18BrPqLYbu8kD4qvk5cz5Ts/edit?gid=0#gid=0; SA for Sept 2023 from Phys_T0_frags_20230914_mesh_measure"
"82","221","Montipora capitata","Susceptible","September_2023",4.51256465031553,"",15.39503037,""
"83","225","Porites compressa","Susceptible","September_2023",4.79756873349335,"",14.89756981,""
"84","226","Porites compressa","Resistant","September_2023",5.08257281667117,"",18.51332616,""
"85","233","Porites compressa","Susceptible","September_2023",5.7475823440861,"",15.22419622,""
"86","234","Porites compressa","Resistant","September_2023",5.79508302461574,"",17.66764385,""
"87","235","Porites compressa","Susceptible","September_2023",3.42004899813388,"",13.25828415,""
"88","236","Porites compressa","Resistant","September_2023",5.29632587905455,"",16.30973371,""
"89","237","Porites compressa","Susceptible","September_2023",6.7688469754733,"",18.20289831,""
"90","238","Porites compressa","Resistant","September_2023",5.41507758037864,"",17.00661431,""
"91","239","Porites compressa","Susceptible","September_2023",6.3888415312362,"",16.25144609,""
"92","240","Porites compressa","Resistant","September_2023",8.40762045374578,"",18.72882124,""
"93","241","Porites compressa","Susceptible","September_2023",5.22507485826009,"",16.51704508,""
"94","242","Porites compressa","Resistant","September_2023",5.03507213614154,"",15.24890162,""
"95","243","Porites compressa","Susceptible","September_2023",3.89505580343025,"",15.69865511,""
"96","244","Porites compressa","Resistant","September_2023",5.62883064276201,"",16.63741579,""
"97","247","Porites compressa","Susceptible","September_2023",6.22258914938247,"",16.78110869,""
"98","248","Porites compressa","Resistant","September_2023",4.91632043481744,"",16.07244613,""
"99","1","Montipora capitata","Susceptible","January_2024",32.4791729160174,"",24.16317003,""
"100","2","Montipora capitata","Resistant","January_2024",30.2510292393091,"",24.41382674,""
"101","3","Montipora capitata","Susceptible","January_2024",17.1527274826597,"",13.92469729,""
"102","4","Montipora capitata","Resistant","January_2024",24.4618345078617,"",19.50035567,""
"103","12","Montipora capitata","Resistant","January_2024",30.3544787671563,"",22.73053391,""
"104","19","Montipora capitata","Susceptible","January_2024",21.7124643639234,"",19.39694291,""
"105","20","Montipora capitata","Resistant","January_2024",34.0547888016896,"",23.95422348,""
"106","26","Porites compressa","Resistant","January_2024",15.9073543204995,"",18.25138944,""
"107","27","Porites compressa","Susceptible","January_2024",24.6329241116089,"",23.38202144,"Channel 9 looked funny during 0% light level"
"108","28","Porites compressa","Resistant","January_2024",16.4604114116825,"",17.16597635,"Alkalinity data says this sample vol was spilled so avged Pcomp data to get volume for 28"
"109","29","Porites compressa","Susceptible","January_2024",28.1661233703892,"",25.67355999,""
"110","41","Porites compressa","Susceptible","January_2024",23.3517414975017,"",18.58050535,""
"111","42","Porites compressa","Resistant","January_2024",20.4551547177809,"",20.86350227,""
"112","43","Porites compressa","Susceptible","January_2024",20.0930813703158,"",21.13585694,""
"113","44","Porites compressa","Resistant","January_2024",14.3357172628213,"",14.05941331,""
"114","45","Porites compressa","Susceptible","January_2024",14.391420854739,"",16.81304653,""
"115","46","Porites compressa","Resistant","January_2024",30.3584575951504,"",28.47249303,""
"116","201","Montipora capitata","Susceptible","January_2024",30.7523615665685,"",25.88782546,""
"117","202","Montipora capitata","Resistant","January_2024",44.280376746583,"",38.02202589,""
"118","203","Montipora capitata","Susceptible","January_2024",19.8105845827331,"",17.06858134,""
"119","204","Montipora capitata","Resistant","January_2024",21.5771842121233,"",18.82415589,""
"120","205","Montipora capitata","Susceptible","January_2024",14.8768378700219,"",14.12422623,"Chamber vol for Jan 2024 from https://docs.google.com/spreadsheets/d/1tjkoaUArNFC3PiGT3smRiLyQ7VJbQL7_AO2v9Z_5uqg/edit?gid=0#gid=0 and cross-referencing round and zub # to Run and light zub # from https://docs.google.com/spreadsheets/d/115YI12L3dGhRy9tNkagiD-8E3X8a-X0MBHTqjxPKh6o/edit?gid=0#gid=0. SA for Jan 2024 from Jan_Phys_T0_mesh_measure"
"121","206","Montipora capitata","Resistant","January_2024",15.7482012007346,"",15.4556613,""
"122","209","Montipora capitata","Susceptible","January_2024",30.3266269711974,"",25.30017054,""
"123","210","Montipora capitata","Resistant","January_2024",24.9273573831739,"",21.25520366,""
"124","211","Montipora capitata","Susceptible","January_2024",29.4154753605435,"",25.49841239,""
"125","212","Montipora capitata","Resistant","January_2024",15.6447516728875,"",12.95589027,""
"126","213","Montipora capitata","Susceptible","January_2024",22.8185785462893,"",19.12683178,""
"127","214","Montipora capitata","Resistant","January_2024",9.26669039831,"",10.36015277,"Lid came off during run (at 60% light level); Channel 8 (colony #214) lid got loose during 60% light level, and the data is probably unusable from 60% onwards. While we were getting the bubble off, the stir bars kind of stopped only for a few measurements. "
"128","219","Montipora capitata","Susceptible","January_2024",39.7882799412194,"Dropped in wax",24.17025675,""
"129","220","Montipora capitata","Resistant","January_2024",21.9312999036001,"",19.41339906,""
"130","221","Montipora capitata","Susceptible","January_2024",23.2204401736956,"",21.29399255,""
"131","225","Porites compressa","Susceptible","January_2024",35.9327956149152,"",34.29266037,""
"132","226","Porites compressa","Resistant","January_2024",34.2059842654663,"",31.72903393,""
"133","233","Porites compressa","Susceptible","January_2024",25.941958521675,"",22.96669098,""
"134","234","Porites compressa","Resistant","January_2024",21.0480000889051,"",21.38402958,""
"135","235","Porites compressa","Susceptible","January_2024",28.5043237498896,"",28.93156248,""
"136","236","Porites compressa","Resistant","January_2024",25.6753770460689,"",22.4353766,""
"137","237","Porites compressa","Susceptible","January_2024",19.6832620869212,"",18.95672166,""
"138","238","Porites compressa","Resistant","January_2024",11.2720197073475,"",14.89105046,""
"139","239","Porites compressa","Susceptible","January_2024",15.6566881568698,"",19.02971119,""
"140","240","Porites compressa","Resistant","January_2024",11.4311728271123,"",13.99913436,""
"141","241","Porites compressa","Susceptible","January_2024",30.5653566508447,"",28.11625177,""
"142","242","Porites compressa","Resistant","January_2024",22.7827690943422,"",21.465022,""
"143","243","Porites compressa","Susceptible","January_2024",23.526809929243,"",22.46313393,""
"144","244","Porites compressa","Resistant","January_2024",22.1700295832474,"",21.92403319,""
"145","247","Porites compressa","Susceptible","January_2024",25.7987207138866,"",24.34787308,""
"146","248","Porites compressa","Resistant","January_2024",18.7084492283614,"",19.57250727,""
"147","1","Montipora capitata","Susceptible","May_2024",10.6837636555434,"",23.8873267,""
"148","2","Montipora capitata","Resistant","May_2024",14.5640045396105,"",17.01745478,"Chamber vol for May 2024 from https://docs.google.com/spreadsheets/d/13gIjPfTB01INNaudqHc24-o7gXok3zQx2ttnW5mRKAw/edit?gid=0#gid=0 and cross-referencing round and zub # to Run and light zub # from https://docs.google.com/spreadsheets/d/13g-BwexGEIjBTK7elHVnbd9stiIZstRwJwRray-T18Y/edit?gid=0#gid=0. SA for May 2024 from NSF_Career_May_Phys_mesh_measure"
"149","3","Montipora capitata","Susceptible","May_2024",7.92453188184689,"",10.30313478,""
"150","4","Montipora capitata","Resistant","May_2024",11.3992044292352,"",15.12469012,""
"151","12","Montipora capitata","Resistant","May_2024",6.96985135899069,"",11.38822611,""
"152","19","Montipora capitata","Susceptible","May_2024",51.6848997147254,"May be overestimation ",14.86164023,"No SA values recorded for this frag; avged the Mcap SAs from other frags to get SA for 213"
"153","20","Montipora capitata","Resistant","May_2024",11.1098382564363,"",13.60426395,""
"154","26","Porites compressa","Resistant","May_2024",8.39617595877106,"",15.46836427,""
"155","27","Porites compressa","Susceptible","May_2024",6.63263723635891,"",12.12639197,"No volume recorded so avged Pcomp data to get volume for 27"
"156","28","Porites compressa","Resistant","May_2024",14.2176765217724,"",20.74603859,""
"157","29","Porites compressa","Susceptible","May_2024",10.5356628584416,"",18.41687099,""
"158","41","Porites compressa","Susceptible","May_2024",6.75339634784192,"",13.6883119,""
"159","42","Porites compressa","Resistant","May_2024",6.54149828429627,"",12.67211562,""
